Indicator Name,Region,Country Code,Country,Year,Sex,Age,Location,Occupation,Value,LowerBound,UpperBound,Unit,NatureData,OriginData,Footnote1,Footnote2,Footnote3,Footnote4,Footnote5,Footnote6,Coverage
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,Oceania,184,Cook Islands,2012,Female,20 to 24 years old,-,-,12.3,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,Oceania,184,Cook Islands,2012,Female,45 to 49 years old,-,-,6.3,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,Oceania,184,Cook Islands,2012,Female,15 to 19 years old,-,-,5.6,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,Oceania,184,Cook Islands,2012,Female,25 to 29 years old,-,-,16.7,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,Oceania,242,Fiji,2011,Female,30 to 34 years old,-,-,30.8,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,Oceania,242,Fiji,2011,Female,35 to 39 years old,-,-,25.8,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,Oceania,242,Fiji,2011,Female,40 to 44 years old,-,-,23,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,Oceania,242,Fiji,2011,Female,45 to 49 years old,-,-,16.3,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,Oceania,242,Fiji,2011,Female,25 to 29 years old,-,-,41.6,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,Oceania,242,Fiji,2011,Female,18 to 49 years old,-,-,29.7,-,-,Percentage,Country data,-,Based on definition used in the WHO multi-country study on women’s health and domestic violence; women aged 18-64,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,Oceania,242,Fiji,2011,Female,18 to 24 years old,-,-,47.2,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,Oceania,296,Kiribati,2008,Female,15 to 49 years old,-,-,36.1,-,-,Percentage,Country data,-,Based on definition used in the WHO multi-country study on women’s health and domestic violence,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,Oceania,548,Vanuatu,2009,Female,15 to 49 years old,-,-,44,-,-,Percentage,Country data,-,Based on definition used in the WHO multi-country study on women’s health and domestic violence,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,Oceania,583,Micronesia (Federated States of),2014,Female,15 to 49 years old,-,-,26,-,-,Percentage,Country data,-,Based on definition used in the WHO multi-country study on women’s health and domestic violence; women aged 15-64,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,Oceania,583,Micronesia (Federated States of),2014,Female,30 to 34 years old,-,-,25.2,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,Oceania,583,Micronesia (Federated States of),2014,Female,35 to 39 years old,-,-,29,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,Oceania,583,Micronesia (Federated States of),2014,Female,40 to 44 years old,-,-,24.6,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,Oceania,583,Micronesia (Federated States of),2014,Female,45 to 49 years old,-,-,25.2,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,Oceania,583,Micronesia (Federated States of),2014,Female,25 to 29 years old,-,-,17.8,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,Oceania,583,Micronesia (Federated States of),2014,Female,15 to 24 years old,-,-,34.7,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,Oceania,584,Marshall Islands,2014,Female,15 to 49 years old,-,-,20.1,-,-,Percentage,Country data,-,Based on definition used in the WHO multi-country study on women’s health and domestic violence; women aged 15-64,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,Oceania,584,Marshall Islands,2014,Female,30 to 34 years old,-,-,24.7,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,Oceania,584,Marshall Islands,2014,Female,35 to 39 years old,-,-,17.6,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,Oceania,584,Marshall Islands,2014,Female,40 to 44 years old,-,-,13.6,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,Oceania,584,Marshall Islands,2014,Female,45 to 49 years old,-,-,12.2,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,Oceania,584,Marshall Islands,2014,Female,25 to 29 years old,-,-,22.8,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
